subject,take,class_index,view,frame_index,hip_x,hip_y
1,1,40,2,15429,1055.8325731116684,570.8581259737372
1,1,41,1,15730,621.5226838842391,555.7861140456941
1,1,41,2,15730,1044.0708186178108,566.1457206802152
1,1,42,1,16383,754.7771214148111,575.8797377643059
1,1,42,2,16383,1098.7755382106345,546.9169899818279
1,1,43,1,16816,760.6974553064487,576.6739857220002
1,1,43,2,16816,1094.7290319690967,546.815811511548
1,1,44,1,17281,774.2900038967604,543.6502718015206
1,1,44,2,17281,1085.4875288212522,505.787832344908
1,1,45,1,17844,765.6694938901007,542.9287865090141
1,1,45,2,17844,1078.006746371481,507.68836759875865
1,2,1,1,744,778.6171971136997,545.6483630914537
1,2,1,2,744,1050.3339224717838,504.6916600971921
1,2,2,1,1479,788.8178699938283,570.2962206208872
1,2,2,2,1479,1040.970703594448,533.2945655404549
1,2,3,1,1785,841.3422727651542,575.8126553728653
1,2,3,2,1785,1053.7959755463148,527.8051368219493
1,2,4,1,2283,973.7716751479915,568.9398367365313
1,2,4,2,2283,1104.6669891274337,492.24703471319026
1,2,5,1,2708,1076.767241725475,574.5481695177899
1,2,5,2,2708,1120.587370017368,481.1580785229552
1,2,6,1,3030,1053.0491401975776,562.3839211081054
1,2,6,2,3030,1106.5965841183458,473.7059466565374
1,2,7,1,3493,1141.7333262274478,572.2657233692017
1,2,7,2,3493,1089.630297373312,472.42923357836145
1,2,8,1,3935,1255.557054966937,571.9560869858118
1,2,8,2,3935,1125.9913547512308,455.2275036533887
1,2,9,1,4348,1355.2801965088915,575.5379641202126
1,2,9,2,4348,1144.076120507674,445.7621706528271
1,2,10,1,4635,1343.4631726175412,563.4025569687808
1,2,10,2,4635,1138.787667849937,437.12536992772965
1,2,11,1,5133,1230.7450885364115,558.574120682156
1,2,11,2,5133,1093.2300028963855,448.2757393172973
1,2,12,1,5490,1119.719540817559,566.870959144337
1,2,12,2,5490,1115.4542208117173,468.31033104566154
1,2,13,1,5900,986.1827584667836,559.5610102866461
1,2,13,2,5900,1058.046771448327,484.4259766016406
1,2,14,1,6221,874.2632966165027,564.3928731708698
1,2,14,2,6221,1067.5312115843788,507.3239244828429
1,2,15,1,6348,859.8393549515109,556.3698587751109
1,2,15,2,6348,1064.8024747204342,501.0864194849788
1,2,16,1,6520,955.1886864713737,573.6636769935664
1,2,16,2,6520,1063.8853378326291,503.81484863383923
1,2,17,1,6710,885.7873227350362,568.346175495238
1,2,17,2,6710,1070.134466648296,509.43588923417474
1,2,18,1,6993,957.6504825511356,575.9119725578666
1,2,18,2,6993,1060.7746990268056,506.08210158499986
1,2,19,1,7388,954.283659778195,573.7125722431713
1,2,19,2,7388,1064.1176651956473,503.9973585910797
1,2,20,1,7676,993.8974836858326,549.5680166119045
1,2,20,2,7676,1073.498121377011,471.631230937988
1,2,21,1,7828,886.8604492468685,562.9472673964725
1,2,21,2,7828,1012.5993778135851,508.4712330851428
1,2,22,1,8021,964.1744104732289,564.1586260824491
1,2,22,2,8021,1062.9821894158256,492.3114413535908
1,2,23,1,8286,893.8420173923176,563.4571625031467
1,2,23,2,8286,1017.7040408845958,507.3423440957488
1,2,24,1,8696,899.6429228483789,564.8387881412647
1,2,24,2,8696,1018.4105243584542,507.81269623479557
1,2,25,1,9341,967.2910624628229,578.5700782141425
1,2,25,2,9341,1026.493253038137,510.44813811848394
1,2,26,1,9786,957.1608407152346,546.469939793535
1,2,26,2,9786,1028.5161588993828,477.1898483602765
1,2,27,1,10203,1018.8323985455977,547.0946552364716
1,2,27,2,10203,1045.8936680392833,467.5354143845346
1,2,28,1,10593,1092.2021489228566,545.5202011977667
1,2,28,2,10593,1058.3464683019708,455.1841930278307
1,2,29,1,10846,1188.3674761251796,584.1992736253899
1,2,29,2,10846,1064.2881981469461,479.39375966016723
1,2,30,1,11138,1190.915708120216,550.9633392436026
1,2,30,2,11138,1081.5242710153234,446.70524553716166
1,2,31,1,11718,1280.6363812763652,536.4970662834322
1,2,31,2,11718,1049.5038667653446,425.08167042030925
1,2,32,1,12040,1359.9498809177865,574.0364642469915
1,2,32,2,12040,1138.5197019496522,444.32887330646395
1,2,33,1,12527,1389.8909193504055,549.3753735025246
1,2,33,2,12527,1149.6436097659496,420.03691150664076
1,2,34,1,12772,1348.6423547934025,663.9000086847457
1,2,34,2,12772,1159.1352258285756,519.2591381919101
1,2,35,1,13173,1162.876951905711,547.5789441461378
1,2,35,2,13173,1160.8706548882274,442.02751191647684
1,2,36,1,13553,1090.5859903127032,661.76691117316
1,2,36,2,13553,1099.792009099327,565.2975149480882
1,2,37,1,13930,910.006772504425,541.8083073885946
1,2,37,2,13930,1042.4753107271067,478.26475865506825
1,2,38,1,14333,748.9045857561822,560.7249146793635
1,2,38,2,14333,1008.4568605572442,533.3802045720646
1,2,39,1,14738,646.8497102285153,569.121328340321
1,2,39,2,14738,1025.22220484936,566.9966212509241
1,2,40,1,15080,715.9939085513888,595.751023209112
1,2,40,2,15080,1058.7334163235046,579.4478586331707
1,2,41,1,15393,605.5054982357749,574.972480946288
1,2,41,2,15393,1039.1853818728544,584.8407176129442
1,2,42,1,16030,746.8966444735375,580.0469758027878
1,2,42,2,16030,1095.1787866758743,548.2703163946409
1,2,43,1,16496,745.3478702982449,580.1388449570063
1,2,43,2,16496,1094.4816110370512,548.8119752106466
1,2,44,1,16938,753.0668084702444,547.4471085334756
1,2,44,2,16938,1076.7122582246907,509.38709913694345
1,2,45,1,17528,744.9063238832973,549.5559878646133
1,2,45,2,17528,1088.9304418858233,512.4157792150287
1,3,1,1,700,792.2842356379153,539.7821415210165
1,3,1,2,700,1048.8376556920193,500.88401515020223
1,3,2,1,1474,799.5955142373102,562.4148494061295
1,3,2,2,1474,1035.1567411464398,527.3045465095754
1,3,3,1,1782,857.738763730865,571.0557139460989
1,3,3,2,1782,1045.2725106006833,522.5988266330172
1,3,4,1,2247,990.5467216551934,574.5360141055304
1,3,4,2,2247,1108.2259583699342,492.2405289732348
1,3,5,1,2684,1083.180466219655,581.1311687517535
1,3,5,2,2684,1116.752399088311,481.0325144803051
1,3,6,1,3017,1072.3117375610116,568.2419656538917
1,3,6,2,3017,1103.3326080141985,471.5962077902391
1,3,7,1,3457,1156.5691040009415,578.8451757653735
1,3,7,2,3457,1085.1038451415977,469.1559125904799
1,3,8,1,3899,1268.435525556092,584.2767111924284
1,3,8,2,3899,1121.5383739062463,453.47285676688773
1,3,9,1,4310,1367.0131692395807,592.1899107306932
1,3,9,2,4310,1138.434939064388,444.6344663616117
1,3,10,1,4622,1348.3486310582084,580.5134784985639
1,3,10,2,4622,1131.2964238665008,437.83502407939966
1,3,11,1,5104,1235.3913643886985,566.5086156463046
1,3,11,2,5104,1082.2733122455854,445.43474062335156
1,3,12,1,5492,1150.5831484761914,572.0567070822432
1,3,12,2,5492,1117.4309742403448,461.00448586787036
1,3,13,1,5882,1027.4555132322002,559.5688938624345
1,3,13,2,5882,1063.5682817254037,474.309602700084
1,3,14,1,6232,902.5345971133969,564.3286639171343
1,3,14,2,6232,1076.006145552485,502.2044605460399
1,3,15,1,6339,891.5547446765069,555.2681246394493
1,3,15,2,6339,1074.84981005741,494.7069817672537
1,3,16,1,6487,985.3971026066164,574.5105003393822
1,3,16,2,6487,1066.6631055440655,497.2780879240173
1,3,17,1,6679,917.8876641509164,571.0210988861469
1,3,17,2,6679,1076.9743050440593,506.1459742777549
1,3,18,1,6948,982.7106482998964,573.5420966570659
1,3,18,2,6948,1062.0557306924395,497.24776990325967
1,3,19,1,7329,983.2094325921804,573.6871959269506
1,3,19,2,7329,1067.196456676827,496.7961797044172
1,3,20,1,7630,1030.1346953444386,553.4212524635996
1,3,20,2,7630,1073.1263936542755,466.7528561843721
1,3,21,1,7765,931.3998398897133,557.5307242952782
1,3,21,2,7765,1025.725613272956,493.8547694067771
1,3,22,1,7939,994.4310144902039,562.0104731956844
1,3,22,2,7939,1061.0524281273206,483.0940788687582
1,3,23,1,8200,927.9772025079199,560.3087793653883
1,3,23,2,8200,1024.8864911043338,497.6656474688749
1,3,24,1,8594,930.8125484905872,565.4447077465053
1,3,24,2,8594,1024.9062696337326,502.69884022529106
1,3,25,1,9317,996.2908337245583,577.5527172947953
1,3,25,2,9317,1026.097441240943,502.33377624233583
1,3,26,1,9732,990.5573647454846,542.4612254718234
1,3,26,2,9732,1023.0253288903309,466.6350097385211
1,3,27,1,10147,1054.8078032946726,547.7942843799467
1,3,27,2,10147,1043.8482200567373,459.2180594175409
1,3,28,1,10530,1122.3528027390958,550.2823649184231
1,3,28,2,10530,1058.6617435473984,449.39770754055223
1,3,29,1,10832,1204.025603402096,585.6599099014261
1,3,29,2,10832,1048.5934081286464,470.9203325604763
1,3,30,1,11140,1206.0552187153505,555.783729290487
1,3,30,2,11140,1069.2740794409992,440.87695356530537
1,3,31,1,11714,1284.597145417789,544.8731199307936
1,3,31,2,11714,1040.5897062895758,421.3348983953264
1,3,32,1,12037,1362.2165480828066,586.5208053123309
1,3,32,2,12037,1128.7043933906525,441.2107667240568
1,3,33,1,12537,1395.7568731858782,565.9087238435142
1,3,33,2,12537,1139.4608994599494,418.4494066719983
1,3,34,1,12806,1353.2318163296202,679.7871049869648
1,3,34,2,12806,1155.2950186601552,519.2256669484898
1,3,35,1,13134,1185.5799129199743,557.9553252860519
1,3,35,2,13134,1154.9405463379753,439.68763951642256
1,3,36,1,13553,1092.7806463451084,664.0342629221361
1,3,36,2,13553,1093.2812528721074,561.8495145339458
1,3,37,1,13890,918.3634898309273,538.000862693236
1,3,37,2,13890,1039.8148460917253,473.7401994673507
1,3,38,1,14317,761.3633471630774,561.1663338900819
1,3,38,2,14317,1012.864482211645,537.7480185469652
1,3,39,1,14737,663.0592228626947,560.8355997344711
1,3,39,2,14737,1032.337964811593,561.809916351587
1,3,40,1,15074,730.5181958068135,589.2167449379126
1,3,40,2,15074,1059.8647581667178,574.3984171367761
1,3,41,1,15382,621.7607317005507,562.434564064805
1,3,41,2,15382,1040.0712114228968,575.4553646666172
1,3,42,1,16067,775.7518254769924,580.5273228907665
1,3,42,2,16067,1096.910558634139,547.1869023836448
1,3,43,1,16519,775.6184196471838,578.5631959469507
1,3,43,2,16519,1101.6130266059731,544.3707173442407
1,3,44,1,17004,797.1649583114672,543.1208363968075
1,3,44,2,17004,1083.8052241084497,500.2075812743507
1,3,45,1,17569,782.8730345731572,544.7903233232963
1,3,45,2,17569,1089.0016771281757,504.81150745506824
1,4,1,1,766,728.6303629704531,544.7034687187432
1,4,1,2,766,1053.899548703741,521.7211149590588
1,4,2,1,1518,738.0728860011396,564.9249285582661
1,4,2,2,1518,1034.6281713430765,546.2724931064253
1,4,3,1,1835,781.2258132961886,567.836535528702
1,4,3,2,1835,1045.3536228030525,537.5955455093973
1,4,4,1,2276,917.926658861047,575.1541914528225
1,4,4,2,2276,1101.5464641535448,508.90504921008244
1,4,5,1,2683,1015.3206678313578,578.2019095095305
1,4,5,2,2683,1112.2114922819974,491.9512728923694
1,4,6,1,3013,1007.8247756979971,565.1011775660476
1,4,6,2,3013,1101.6336193120999,481.14013767706325
1,4,7,1,3490,1079.0386186853095,578.0388575121237
1,4,7,2,3490,1085.2468864307327,482.80094303319044
1,4,8,1,3913,1193.948046953563,586.4883007292786
1,4,8,2,3913,1125.7135404490098,467.99797118469496
1,4,9,1,4333,1287.0818590038086,591.2178684531693
1,4,9,2,4333,1137.047690089116,456.94804495571617
1,4,10,1,4633,1289.1103125695624,577.0216933116551
1,4,10,2,4633,1125.1820062554566,445.1228557635431
1,4,11,1,5130,1179.668179310383,567.8822513025877
1,4,11,2,5130,1086.3446105419964,456.27111186928676
1,4,12,1,5506,1081.070881444158,574.3354577941645
1,4,12,2,5506,1110.1217313090158,476.59565673026236
1,4,13,1,5903,957.5110637676588,562.3202716455917
1,4,13,2,5903,1055.8561696797417,491.9200120088367
1,4,14,1,6205,856.829668530194,563.9637770864866
1,4,14,2,6205,1073.5427857416282,512.5796017784087
1,4,15,1,6338,846.1770017779156,559.675306705421
1,4,15,2,6338,1069.6803599976324,510.49690744826665
1,4,16,1,6493,935.2996953106768,573.7380890237642
1,4,16,2,6493,1066.580867381409,507.4256181680187
1,4,17,1,6670,875.411352076378,570.641008963969
1,4,17,2,6670,1071.226509129134,516.1889952576126
1,4,18,1,6925,934.0003379797226,573.0177965025788
1,4,18,2,6925,1066.1572862030835,506.96517152478833
1,4,19,1,7325,938.4220960567275,576.0502096152564
1,4,19,2,7325,1064.6401685402884,509.4501409658709
1,4,20,1,7655,980.9928581276241,558.5125900629558
1,4,20,2,7655,1080.1470897485096,481.24754673363543
1,4,21,1,7793,878.8058024674032,562.1984337333952
1,4,21,2,7793,1024.2148332467439,510.9382592349828
1,4,22,1,7975,949.3571958551711,568.0190098944628
1,4,22,2,7975,1067.9060558507226,498.3922572041273
1,4,23,1,8225,883.7519880736784,563.5778338864762
1,4,23,2,8225,1023.5739845352022,511.4899247445259
1,4,24,1,8646,885.4343873844579,565.6338884604277
1,4,24,2,8646,1023.8658679471212,513.4013295990729
1,4,25,1,9370,955.1547854968553,581.7286439834452
1,4,25,2,9370,1033.4849296483146,515.2822498335631
1,4,26,1,9761,954.2586313250085,550.5333573881164
1,4,26,2,9761,1046.1610009266515,480.8912868916891
1,4,27,1,10141,1023.0473572495123,554.3473151654473
1,4,27,2,10141,1058.0546967005505,471.3233898153704
1,4,28,1,10493,1095.694838441639,556.7907181299438
1,4,28,2,10493,1071.7033086009276,460.2786496746958
1,4,29,1,10813,1175.2761556768876,590.2164968120322
1,4,29,2,10813,1071.0564690859774,479.27690801918556
1,4,30,1,11088,1191.2130183392555,564.5540170650478
1,4,30,2,11088,1097.3822788586037,450.5214786656827
1,4,31,1,11638,1277.152318010948,552.7990925388633
1,4,31,2,11638,1079.3720920233106,428.45864348150513
1,4,32,1,11976,1366.711471082817,593.5845569115984
1,4,32,2,11976,1149.9002901219603,446.45360694746046
1,4,33,1,12523,1400.8671853902251,571.5159830754737
1,4,33,2,12523,1159.241976972407,422.7199953723773
1,4,34,1,12762,1365.0014620531194,684.9523643048852
1,4,34,2,12762,1169.1627231348643,521.3901558143959
1,4,35,1,13196,1189.347147687613,560.8467984240544
1,4,35,2,13196,1156.547331094846,442.9773364413556
1,4,36,1,13571,1109.297210518312,664.5873598037007
1,4,36,2,13571,1099.7558172758518,559.1194235030883
1,4,37,1,13934,932.9901551897129,542.6978894091094
1,4,37,2,13934,1060.5454456232987,475.2085284507277
1,4,38,1,14348,758.5925664067894,558.5175318543547
1,4,38,2,14348,1014.1192457757609,535.5536134895711
1,4,39,1,14755,669.9649548619068,566.9107202401187
1,4,39,2,14755,1042.2345611754781,566.5891085898893
1,4,40,1,15119,721.4438548254508,590.1908467206509
1,4,40,2,15119,1067.6559203197207,577.502167052071
1,4,41,1,15390,610.2458482682825,572.3750959502244
1,4,41,2,15390,1060.9668937884064,589.6015251009688
1,4,42,1,16011,762.3876919353941,579.3870631924882
1,4,42,2,16011,1095.5008671835753,549.9966906594069
1,4,43,1,16503,764.5899883033153,578.8415236038454
1,4,43,2,16503,1097.7387911218054,548.5233651526237
1,4,44,1,17006,782.4439002283374,547.7024412892307
1,4,44,2,17006,1082.0791155676993,509.6584466578432
1,4,45,1,17553,778.1428106778981,547.7559151424177
1,4,45,2,17553,1078.1084804430586,511.11023198705107
1,5,1,1,450,721.2791249232667,543.5882702817845
1,5,1,2,450,1053.367682334543,522.2155189055874
1,5,2,1,1110,729.093894440532,566.8415658623704
1,5,2,2,1110,1040.6569194741062,550.2718635518274
1,5,3,1,1442,778.5096782171407,569.6947446501297
1,5,3,2,1442,1051.9718939562651,539.7045410606681
1,5,4,1,1882,918.6406464428457,575.0219253306511
1,5,4,2,1882,1103.6269787029237,508.4025411093242
1,5,5,1,2292,1026.074267988893,580.087882333301
1,5,5,2,2292,1114.0227755644244,491.670017681497
1,5,6,1,2669,1024.718646148778,566.3378056375789
1,5,6,2,2669,1107.9760897701176,478.777370172976
1,5,7,1,3127,1098.118009545687,579.5537865478334
1,5,7,2,3127,1087.9685996419496,480.69888005270394
1,5,8,1,3574,1218.3018670669146,587.0969472672114
1,5,8,2,3574,1122.2985047576517,464.9924457824218
1,5,9,1,4019,1315.4915470351443,590.9217000645227
1,5,9,2,4019,1136.7180649545505,452.52877082678333
1,5,10,1,4319,1309.1416465663951,577.3963579352568
1,5,10,2,4319,1126.3998228629007,442.4822309992465
1,5,11,1,4782,1198.5348883788429,568.1686738274358
1,5,11,2,4782,1075.579843973859,454.445594310315
1,5,12,1,5137,1110.5124324520648,572.955072012189
1,5,12,2,5137,1112.4586242244634,470.0808600160262
1,5,13,1,5540,993.5509002551754,560.2650907125148
1,5,13,2,5540,1045.5835018320201,483.87809056787387
1,5,14,1,5900,886.2100250550443,562.4275112960954
1,5,14,2,5900,1064.1325567028834,505.5749372874514
1,5,15,1,6050,872.2784386504594,556.7525804792931
1,5,15,2,6050,1064.6870924313882,502.16650605502986
1,5,16,1,6230,967.6647819318716,581.9210369878547
1,5,16,2,6230,1068.12066988274,509.35010327465955
1,5,17,1,6454,901.4718360957753,572.4322943340238
1,5,17,2,6454,1073.077203755388,512.3759458302083
1,5,18,1,6727,965.4498061546185,578.7930792188525
1,5,18,2,6727,1068.9903934273123,506.4310227485615
1,5,19,1,7130,963.0139916565915,578.3642333432778
1,5,19,2,7130,1068.7831909548258,506.4900719794149
1,5,20,1,7419,1009.9116176560892,553.994094848247
1,5,20,2,7419,1075.403901179311,471.79198584875974
1,5,21,1,7582,904.358227694795,565.5552425725588
1,5,21,2,7582,1018.4060563809577,509.83611741045866
1,5,22,1,7782,979.4477843009862,566.2170731297564
1,5,22,2,7782,1066.2699630949298,490.8248336618178
1,5,23,1,8064,911.0385743966525,563.8861390354978
1,5,23,2,8064,1023.2674156963915,506.1011734706104
1,5,24,1,8459,914.404989562233,561.8195115996741
1,5,24,2,8459,1024.4218415682096,503.01283125877194
1,5,25,1,9067,980.2137103722933,579.9833053591915
1,5,25,2,9067,1035.7690476769735,508.0890136675379
1,5,26,1,9462,983.7610649481763,550.5619660662862
1,5,26,2,9462,1047.8996602068114,475.30941612510145
1,5,27,1,9910,1047.9521289140237,555.4263282252901
1,5,27,2,9910,1073.7617569043264,466.7639859244811
1,5,28,1,10310,1115.2318337069846,557.8327769568683
1,5,28,2,10310,1085.587309935497,457.0015723254893
1,5,29,1,10569,1201.4496576792058,590.7551352280956
1,5,29,2,10569,1080.129427486289,474.6497633984774
1,5,30,1,10844,1202.5562078208134,565.1123652708945
1,5,30,2,10844,1098.2404890685266,449.2441991001028
1,5,31,1,11367,1294.3158463278733,551.2084382647927
1,5,31,2,11367,1070.6531970836256,425.20059671969153
1,5,32,1,11705,1381.159047819647,594.450478109513
1,5,32,2,11705,1148.6005673657846,445.2502224996276
1,5,33,1,12169,1410.874660735311,570.9260927743942
1,5,33,2,12169,1157.7141989767917,421.02142984482504
1,5,34,1,12450,1369.7613332937608,677.5793744558338
1,5,34,2,12450,1163.3007678868173,515.1162330121036
1,5,35,1,12855,1198.049708055455,559.4416608529392
1,5,35,2,12855,1146.313670399476,441.17220963733183
1,5,36,1,13222,1112.6727848234782,662.3021988707143
1,5,36,2,13222,1090.9554053764193,557.3438493417389
1,5,37,1,13569,935.9593357699661,543.57932440559
1,5,37,2,13569,1051.9070200986914,476.35778676986126
1,5,38,1,13982,776.7344473518875,561.1580017870981
1,5,38,2,13982,1022.383735463902,533.3320877739418
1,5,39,1,14407,673.3364607609076,568.590779741951
1,5,39,2,14407,1040.1128668391937,568.0259454178712
1,5,40,1,14750,731.6192711351205,588.292618981234
1,5,40,2,14750,1063.560530185164,572.8663213632044
1,5,41,1,15047,623.4827586877271,567.0712766111234
1,5,41,2,15047,1057.1905445362424,578.8746192979584
1,5,42,1,15714,781.8881842023857,582.6226886904495
1,5,42,2,15714,1089.0079525206768,549.5883372788567
1,5,43,1,16159,778.2206723772186,579.2732419851113
1,5,43,2,16159,1092.4655476950952,546.214800482932
1,5,44,1,16682,785.763232094256,545.6817074721432
1,5,44,2,16682,1072.8249306455823,507.4989061260777
1,5,45,1,17284,784.0376361962474,547.2912965824939
1,5,45,2,17284,1079.858707617341,509.04715604589126
1,6,1,1,700,738.2197857369582,550.6781534900649
1,6,1,2,700,1050.3652608754046,518.5199773933556
1,6,2,1,1390,751.7904646499949,573.7567566616369
1,6,2,2,1390,1038.2168161955567,543.8004507160734
1,6,3,1,1725,794.4411561956405,577.4063489863809
1,6,3,2,1725,1052.2837288991348,538.186041691116
1,6,4,1,2152,938.1361634819273,572.4585054253002
1,6,4,2,2152,1103.8818026785843,503.9255491806045
1,6,5,1,2577,1040.8188584522738,577.4135829485224
1,6,5,2,2577,1114.8601516748195,491.77861792452313
1,6,6,1,2927,1036.8096994802188,562.6189584740428
1,6,6,2,2927,1107.535850044855,477.63403666931293
1,6,7,1,3375,1108.198227177792,576.0177681888472
1,6,7,2,3375,1089.754731786412,479.63752775402077
1,6,8,1,3815,1234.2893953230475,576.1278629983817
1,6,8,2,3815,1128.275645532025,462.7586435249311
1,6,9,1,4265,1328.373518213386,573.1569051192297
1,6,9,2,4265,1133.5519611371599,448.361063271784
1,6,10,1,4592,1310.0311642497875,564.9410052685142
1,6,10,2,4592,1118.640695982528,442.9637942437552
1,6,11,1,5014,1204.9559457168532,563.6613987671946
1,6,11,2,5014,1074.511154860753,453.8438733002559
1,6,12,1,5380,1127.9414027546552,566.7182126176534
1,6,12,2,5380,1133.373852889864,468.73879940507504
1,6,13,1,5792,1020.5232850667726,563.0697898756988
1,6,13,2,5792,1073.9392964923425,480.0896957175601
1,6,14,1,6189,910.5161306091564,567.6251681241246
1,6,14,2,6189,1090.795642181326,503.68612766826476
1,6,15,1,6327,904.7328513986586,561.2486995444575
1,6,15,2,6327,1089.911123806921,497.8470342401862
1,6,16,1,6504,1000.9731661179763,580.917246934059
1,6,16,2,6504,1091.2640742530136,501.68827251255135
1,6,17,1,6697,940.1105401843573,572.0573342381666
1,6,17,2,6697,1098.2765101383368,503.1283677607005
1,6,18,1,6975,1001.8017922180059,580.8012484178071
1,6,18,2,6975,1086.8298224154705,501.40524430629637
1,6,19,1,7395,996.7809072513269,577.9723079657225
1,6,19,2,7395,1088.472748473814,499.3783179651333
1,6,20,1,7667,1043.0377162113718,556.6379212553895
1,6,20,2,7667,1096.9076299317153,470.52467940889403
1,6,21,1,7820,940.9055793283727,572.4646271369221
1,6,21,2,7820,1045.93391938251,503.2026473770165
1,6,22,1,8020,1011.688605311316,568.156502720862
1,6,22,2,8020,1084.9466482130774,486.8443652169575
1,6,23,1,8284,945.210900644332,570.524493998583
1,6,23,2,8284,1043.9513763697175,500.3261066024113
1,6,24,1,8697,952.8873859718376,570.4859636216455
1,6,24,2,8697,1048.8129853352002,498.938771468246
1,6,25,1,9374,1012.1214799384013,580.2195164539651
1,6,25,2,9374,1044.3487319225974,498.8075869618242
1,6,26,1,9820,1016.2547852825287,551.7058821890275
1,6,26,2,9820,1050.8525279951782,468.6781694209903
1,6,27,1,10207,1085.328111279505,551.5682295295329
1,6,27,2,10207,1064.8248190203615,458.54048878410833
1,6,28,1,10570,1156.863301164665,552.8107792189559
1,6,28,2,10570,1075.1662941049149,450.0796806952541
1,6,29,1,10799,1246.5274626731743,588.0092388627202
1,6,29,2,10799,1081.8871158333798,470.7924705789388
1,6,30,1,11124,1256.6078173809522,557.0862384431214
